"Carrier Name","Carrier Location","Carrier Status","Allowed to Operate","Watchlist Reason","Fleet Size","BASIC Status","SAFER Details"
"Usasia Travel, Inc.","Rosemead, CA","See BASIC Status Link","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=pwt8qaayZcI=&DOCKET=lgaCFbXnUuo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1807459"
"V&R Tours Corporation","Los Angeles, CA","See BASIC Status Link","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=LxODUGr5yi8=&DOCKET=mmVquf+m1S4=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=447263"
"Valley Travel Club, Inc.","Van Nuys, CA","See BASIC Status Link","Yes",,3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=taUQR97GC9w=&DOCKET=R+/BVnHksm8=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=450062"
"Via Adventures Inc.","Merced, CA","See BASIC Status Link","Yes",,6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=1Q/8rr+mha8=&DOCKET=t7GwPQRYNVY=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=399298"
"Vip Coastal","Santa Ana, CA","See BASIC Status Link","Yes",,7,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=oC8g89JHNHk=&DOCKET=VAIinVxUSro=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=469238"
"Vip Tours Of California Inc","Los Angeles, CA","See BASIC Status Link","Yes",,3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=sZZ/JQ07IOU=&DOCKET=D1+oPQfXQds=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=567948"
"Vision Charters","Thousand Oaks, CA","See BASIC Status Link","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=MfWgrS4MVCk=&DOCKET=KuHyBSouASo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=919238"
"Walker Charter Service","Oakland, CA","See BASIC Status Link","Yes",,4,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=jJphkj8xcvo=&DOCKET=JtXBfPhVsak=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=391888"
"West Coast Tours & Far West Tours","Cudahy, CA","See BASIC Status Link","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=M69hRoHDvd4=&DOCKET=QBhU4fBtEr0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1440625"
"West Vacation","El Monte, CA","See BASIC Status Link","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=HnX6xJZhIv4=&DOCKET=gz07KQ3/prQ=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1218828"
"West Valley Charter Lines, Inc.","Campbell, CA","See BASIC Status Link","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=9tUHJ1aGfQE=&DOCKET=/JL9qyG3w/k=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=204143"
"Western Charter Inc","Compton, CA","See BASIC Status Link","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=CRfYQW55slM=&DOCKET=KeqLGCqvu/Y=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1786546"
"Whitecastle Tours Inc.","San Ramon, CA","See BASIC Status Link","Yes",,6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=3/5msITxorY=&DOCKET=TyfXD3dYpMk=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2099397"
"Won Won Charter Inc.","San Gabriel, CA","See BASIC Status Link","Yes",,3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=U0TEqtxRFrY=&DOCKET=yc3B8MT5/0o=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1053353"
"Worldwide Ground Transportation Solutions Inc","Santa Clara, CA","See BASIC Status Link","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=bchBSeWTi2g=&DOCKET=SwK+DumIRY0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1989046"
"Wp Coach Llc","Baldwin Park, CA","See BASIC Status Link","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=9/bBoi1U+JI=&DOCKET=EOrEjgR/GaU=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2299206"
"A & C Charters","Rancho Palos Verdes, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=JyTK0TZrExQ=&DOCKET=K+MhNjrtDpU=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1599743"
"Ace Tour","San Francisco, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=MO8MEe7ut94=&DOCKET=noRM+hzTQ68=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1716857"
"America Tour Inc","Monterey Park, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",8,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=df8fYaY4sNo=&DOCKET=V0QHO8J6u0o=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1952091"
"America West Tour & Charter Inc","Arcadia, CA","Further Monitoring","Yes","Driver Fitness (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=qxHkbkNbupE=&DOCKET=f0+GHS02mS0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1419618"
"American Lion Transportation","Downey, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",8,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=yp4UGxQVi5g=&DOCKET=D3fZV+qzTg8=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1732635"
"Asiana Superior Coach, Inc.","San Gabriel, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",5,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=cQSohv/m/5U=&DOCKET=TeBdVJqk4F0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1076528"
"Autobuses Aviles","Fontana, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",5,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=3nEsGNXw0Dc=&DOCKET=lpqEQt7EVZE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1579667"
"Autobuses Coordinados Usa Inc","Los Angeles, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=RrHOcf4FzXM=&DOCKET=R6WgX8/vMmY=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1649722"
"Azteca Tours","Calexico, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=056cu0+b8/I=&DOCKET=9+skbvCBtNI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2265495"
"Bauer'S Intelligent Transportation, Inc.","San Francisco, CA","Further Monitoring","Yes","Controlled Substances and Alcohol (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=2qiUvoLyIg4=&DOCKET=TgJQtW6Wvbc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1083917"
"Burns Truck & Trailer Services","Ripon, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=z6zN0TeXN2E=&DOCKET=ixM5cdLUtsg=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2102013"
"Cal Golden Tours, Inc.","Encino, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=gmxqwcvHQLk=&DOCKET=GhYqYNvTXvc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=774096"
"Coach 21","San Francisco, CA","Further Monitoring","Yes","Driver Fitness (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=IS1jUWA1Y/E=&DOCKET=G3P/VF9Knjo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=699429"
"Corporate Coach Charter","Inglewood, CA","Further Monitoring","Yes","Driver Fitness (Violation, Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=OcAu+CilibE=&DOCKET=S05GgNVx77o=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=759281"
"Corsarios Tours & Charter Services","San Diego, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=bnW1imiC3t4=&DOCKET=quZYy1V7M04=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1294402"
"Deerbrook Enterprise Corp","Monterey Park, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=M/3g3OVKqHw=&DOCKET=TtPeJvC4ayA=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2312341"
"Dta Enterprises","Monterey Park, CA","Further Monitoring","Yes","Driver Fitness (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=9G/zO539IHA=&DOCKET=tXwYsoBYeUU=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1499879"
"Eagle Charters & Tours","Stockton, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=IL/mFuyVPzQ=&DOCKET=fVlqhbUCA4s=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1540912"
"Eagle Tours Llc","El Monte, CA","Further Monitoring","Yes","Driver Fitness (Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=U3WY8o1+ROw=&DOCKET=35KRW+c32nk=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1549367"
"El Camino Charters","South San Francisco, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=jMp+IB6BKBY=&DOCKET=Z+2ekBGlgOo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=307130"
"Five Star Tours","San Diego, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=5EWXWd8I4QM=&DOCKET=VVp92k4KI04=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=603778"
"Fronteres Del Norte","Huntington Park, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=bY9r0KqoPxw=&DOCKET=UK7B/ZBpeoY=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=897151"
"Gue Charter & Tours Inc.","Los Angeles, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=t/UM9QXQ12k=&DOCKET=skZhyaIp6pc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1242208"
"Hebaragi & Lemi Bus, Inc.","Gardena, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=iinfwU0AbeI=&DOCKET=x5IMIh0zJ6o=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=270114"
"Hyde Holiday Inc","Covina, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",8,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=M+P0toMSKkk=&DOCKET=Cy2sUaaN3Bc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1577242"
"Infinity Charters Inc","San Jose, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=gZZJlWQq3rc=&DOCKET=QZ7zu5cBBHo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2278641"
"Jin Xin Services","Oakland, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=R/Dx3SuDu5w=&DOCKET=Ei6cfGUk54c=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1248771"
"Joy Express Inc.","Millbrae, CA","Further Monitoring","Yes","Driver Fitness (Violation, Alert)",9,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=fEIuHvvC9tM=&DOCKET=tNhVBKrXqto=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1660756"
"La Coach Inc","Gardena, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=WuIxrQCEr3w=&DOCKET=JN1/biDjvfg=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1913893"
"La Vip Bus","Burbank, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=FURZDbLPUS0=&DOCKET=3vcdM046YPs=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1829259"
"Larco Enterprises","Monrovia, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=+LOoa3hQG0w=&DOCKET=wVBKA8rxvGE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1431875"
"Lassen Tour And Travel, Inc.","San Francisco, CA","Further Monitoring","Yes","Unsafe Driving (Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=QkukfwNcC48=&DOCKET=+rlkjDwQSnY=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=506132"
"Lucky Express","Montebello, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=ZPmPbqnFU3A=&DOCKET=lSzkE/R//S8=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1246686"
"Mexicoach, Inc.","San Ysidro, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",9,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=UJVZpBlIibY=&DOCKET=4cjnRothksw=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12660"
"Mgm Holiday Inc","San Mateo, CA","Further Monitoring","Yes","Controlled Substances and Alcohol (Violation, Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=5eJElNmTbms=&DOCKET=pLS8Is62CdA=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2336684"
"New World Tours Inc","El Monte, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",5,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=jfgFl1ELbS8=&DOCKET=cyP1ZZ9lGFk=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2325093"
"Newstars Tour Inc","Rosemead, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=YlwUJkCVSEI=&DOCKET=Ht/909t2Bcc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2036974"
"Ocean Travel Tours","Fresno, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=AkBAhloFKvM=&DOCKET=deBpkzCf5YI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2209134"
"Paradise Tours","Los Angeles, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=RjBxIvrYRLI=&DOCKET=NU7tUNgrP2w=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=459535"
"Pegasus Transit Inc","Oxnard, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",4,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=IIDDrxGZYFc=&DOCKET=w0SXd7Z8rqE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2189413"
"San Diego Tours And Charter","Chula Vista, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",5,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=VMlfRb8RrHU=&DOCKET=CAxi4dDdxos=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=680112"
"Starup Group Inc","Covina, CA","Further Monitoring","Yes","Vehicle Maintenance (Violation, Alert)",7,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=Utch4i+Y3hE=&DOCKET=FXj+WLR9XFY=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1913883"
"The Bay Party Bus Inc","San Jose, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",4,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=thCl1a79KZw=&DOCKET=T37d//zmS2E=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2250500"
"Transportaciones Turisticas Fudsa","Los Angeles, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=ygLnIlMoBFM=&DOCKET=2OcrBrrNbY8=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1046219"
"Transportes Intercalifornias, Inc.","Los Angeles, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=WfClru+R4gY=&DOCKET=P2Pm4Gfb8fU=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=292194"
"Transportes Unidos, Llc","Porterville, CA","Further Monitoring","Yes","Vehicle Maintenance (Violation, Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=TQ75VvtpmjQ=&DOCKET=oRp4zF0wmtY=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1225950"
"Travel Tours Americas International Inc.","Hacienda Heights, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=wb1whLwUA+4=&DOCKET=Sp3WwEAGuRE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1644566"
"Turismos Unidos Inc","Los Angeles, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=af3IzKBFaR4=&DOCKET=HFLoreU2dKI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1966992"
"United One Tours","San Jose, CA","Further Monitoring","Yes","Vehicle Maintenance (Alert)",5,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=XMQvqZhHfVM=&DOCKET=pV7tX7RhPhI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1652540"
"Viajes Azteca","Los Angeles, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",5,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=uWiSkQLejZI=&DOCKET=gs/Mn5WRdLE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2017905"
"Viri'S Tours","San Ysidro, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Violation, Alert)",3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=CSJRJAjfrws=&DOCKET=gOGx56yDEgo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=459887"
"W And H Trade Inc","South El Monte, CA","Further Monitoring","Yes","Hours-of-Service (HOS) Compliance (Alert)",1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=KfRGYDpEQqA=&DOCKET=VP2HivM7dVs=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1647289"
"A And E Tours","Fontana, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=/nVHUh5KPQs=&DOCKET=TaYzeDZ2Qzw=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=857378"
"A+ Charter Inc","Rosemead, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=dPvZ36SuiqQ=&DOCKET=xz/cAKjbxA8=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2402451"
"American Legend Travel Inc","Chino Hills, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=yEJCw1GRD2E=&DOCKET=Kq0Kpd/0OKo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2341186"
"American Panji Travel Llc","El Monte, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=1zbb2lEuelI=&DOCKET=F2Mf0b4apMw=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2381726"
"American View Inc","Rosemead, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=koB6grUP1XQ=&DOCKET=a6W8bqaVkNI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2290711"
"Amigos Charters","Chula Vista, CA","Insufficient","Yes",,3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=Vgjz609CC10=&DOCKET=pADBVIAKUYs=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2431420"
